jpeg_block,contrast,saturation,jpeg_ghost,fft,cfa,edge,color,resampling,splicing,label
99.21697957142993,1.4100542621562755,20.48752949383057,0.7756658991575477,0.30502433817083585,0.04581259349133607,1.387162731445776,112.50177320379322,2024.010463627487,33.53659750861362,1
74.18443117364981,1.4086233535255837,21.586127216619676,0.7761332609263856,0.2667806395505793,0.01331509331602446,1.4059898240705837,113.49104888034277,1912.964780093886,33.342529367567565,1
61.56116319450894,1.4377473149519298,0.9461775250594524,0.6862927220625509,0.5643045674297859,0.00687843224996741,0.5350745052476524,43.2921066009493,8251.587041907625,30.055166963455587,1
40.81992520548726,1.362206490453924,6.746707990489783,1.5772849087133487,0.1831070395495829,0.0022210108947404985,1.3275704444010419,162.95124082926262,607.2766067759562,23.91968798607661,1
61.02001287439151,1.378147379695862,9.27799106974179,1.0239558709897851,0.4066352107975756,0.008836772238329805,1.1037446421770356,194.58892413372493,627.8939246086971,28.358794080198052,1
43.553073930236366,1.3447122654795411,27.186539094827964,1.0953443472407924,0.1624847855983831,0.012488291230854622,1.357589850280039,190.98954176898644,259.358172233613,19.192455655241623,1
75.3810047293253,1.4384505013097015,17.528657906777763,1.4703321993815655,0.281327717381293,0.01220627517354845,1.4439285923725838,185.01982553102025,911.60507321377,41.05191779471644,1
84.37917635391466,1.3789778020930288,9.498088219977316,1.759394003955731,0.24245093056457767,0.010908785843021292,1.3791225964930744,138.98101323862278,836.6700407188164,31.634917038743975,1
53.727655606821514,0.8798192402211518,12.140548566787992,1.4888877197964394,0.1357504284707368,0.019364961803881493,1.3405656101764334,77.41738629354046,194.5923909636692,13.374322497397712,1
50.79678384794714,1.4264454487365954,27.792987504251073,1.315204236351401,0.25896664596205493,0.010586803451537018,1.3626129758427945,175.83092352024823,1390.7634254146471,34.28644574465211,1
32.63510156449202,1.3974328546954842,18.892610982093178,1.186975103253253,0.2054600556274849,0.02714950411376077,1.3166031075899916,132.81211247353642,604.2925567087694,24.41572402872877,1
78.50819762992026,1.4904969620678454,27.031219842330806,1.0657122271244124,0.5115591357809948,0.008991278832813825,0.8973259733049584,106.22614600795109,2841.79622212071,31.870393181649053,1
50.23276295819633,1.4262765252476308,27.557992039941322,1.3065507789718653,0.25897705686434913,0.011099746093512337,1.3610271463361892,175.49362274241577,1387.8366670524317,34.134742656011674,1
53.49292686682265,1.1234489609139655,12.598576824629951,0.6877173081762515,0.5051314236764681,0.004630673396375602,0.8213409425853404,196.64631007280562,438.86614064481535,22.16253344672538,1
56.341860029851844,1.2278200544909934,5.302326329269842,0.8774804996462621,0.5357330701339696,0.009951787529311721,0.8960333678375789,120.95044590678418,573.4224526763498,22.826223968225296,1
54.314678206052044,1.4058438116937424,0.6474979040443875,0.5576808950404644,0.4822398239933011,0.006702534546330995,0.49632626995849854,64.7962753649866,4721.943047446639,26.07244136361885,1
121.74174542258629,1.4308752754682474,1.0475684316652745,2.3667160817586677,0.5188037551134271,0.0010936884787962242,1.7510733989209735,70.64534251465516,19040.719199877836,41.251098938624416,1
79.66115004813078,1.4726257434303955,20.309711991189282,0.8759344081947009,0.5378648277388425,0.013243434178680683,0.973041649687138,285.662345514017,1353.3998958324007,29.000532846691485,1
40.70348304507691,1.237816096991308,13.729085950078805,0.17055335489702966,0.4243390245468279,0.006226124579484964,0.42711018069148843,128.6822187977069,426.20414339200033,11.207409968885905,1
123.97762529391369,1.4745119938743865,30.499630346011404,1.2701440021378034,0.4110054220352263,0.0058775210551097815,1.1245884509104607,197.72687124949272,3134.415072500173,32.58486640750623,1
88.61933164186365,1.3188615969864983,0.136348267044398,0.606603200241983,0.5002883354236257,0.008411602409179028,0.34078613020959314,29.988289391231664,4754.284570965308,19.490257245791167,1
45.867006355509105,1.3191083925085882,0.4636324397720955,0.6186635339085318,0.5038678050061054,0.0017009290492191575,0.3424216731296875,29.08727873996451,4974.595168180753,19.27407125659083,1
43.53533736295294,1.3629243178907937,0.9836473450009137,0.7537471005453948,0.5391364280002812,0.0028944816548375665,0.4393306603924426,39.73397835153841,4996.445459765746,23.186404330617382,1
